,playerName,Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS, ,SOS,yearsInCollege,heightInCm,weightInKg,position
956,Jerel McNeal\mcneaje01,2008-09,Marquette,Big East,35,35,35.0,6.7,15.3,.442,4.3,9.1,.472,2.5,6.2,.398,3.9,5.2,.738,0.8,3.7,4.5,3.9,2.0,0.6,2.9,2.5,19.8,,7.87,4,190,90,Guard
957,Danny Fortson\fortsda01,1996-97,Cincinnati,CUSA,33,,29.9,7.4,11.9,.620,7.4,11.8,.621,0.0,0.0,.000,6.6,8.5,.772,,,9.1,1.1,0.6,0.5,3.0,3.3,21.3,,5.44,3,201,117,Forward
958,Travis Diener\dienetr01,2004-05,Marquette,CUSA,23,22,34.0,5.7,13.6,.420,2.7,6.3,.438,3.0,7.3,.405,5.4,6.4,.838,0.7,3.3,3.9,7.0,1.3,0.0,2.5,2.0,19.7,,4.73,4,185,79,Guard
959,Diamond Stone\stonedi01,2015-16,Maryland,Big Ten,35,22,23.1,4.8,8.4,.568,4.8,8.4,.568,0.0,0.0,,2.9,3.8,.761,2.2,3.2,5.4,0.4,0.5,1.6,1.5,2.3,12.5,,8.31,1,211,115,Center
960,Johnathan Williams\willijo04,2000-01,Charlotte,CUSA,8,0,,0.1,0.8,.167,0.0,0.4,.000,0.1,0.4,.333,0.0,0.0,,0.1,0.1,0.3,0.1,0.1,0.0,0.4,0.4,0.4,,7.91,2,188,83,Guard
961,Kenrich Williams\willike04,2017-18,TCU,Big 12,32,32,36.0,4.8,10.2,.477,3.4,6.6,.521,1.4,3.6,.395,2.1,3.0,.688,2.8,6.5,9.3,3.9,1.8,0.5,2.0,2.5,13.2,,9.68,3,201,95,Guard-Forward
962,Aaron McKie\mckieaa01,1993-94,Temple,A-10,31,,39.2,6.2,15.5,.401,4.3,10.4,.416,1.9,5.1,.371,4.4,5.4,.815,,,7.2,3.2,1.9,0.3,1.7,1.7,18.8,,8.34,3,196,94,Guard
963,JaJuan Johnson\johnsja02,2010-11,Purdue,Big Ten,34,33,35.4,7.6,15.3,.494,7.1,13.8,.516,0.4,1.5,.294,5.0,6.1,.809,2.4,6.1,8.6,1.0,0.9,2.3,1.6,1.6,20.5,,8.69,4,208,100,Forward
964,Wally Szczerbiak\szczewa02,1998-99,Miami (OH),MAC,32,,33.8,8.4,16.2,.522,6.5,10.6,.609,2.0,5.5,.356,5.4,6.5,.831,,,8.5,2.9,1.2,1.0,3.2,3.1,24.2,,4.48,4,201,110,Forward
965,Ryan Kelly\kellyry01,2001-02,Eastern Illinois,OVC,12,0,16.3,1.1,2.0,.542,1.1,2.0,.542,0.0,0.0,,0.5,1.3,.400,0.9,2.0,2.9,0.5,0.3,0.4,1.2,2.8,2.7,,-1.71,2,201,95,Forward
966,J.R. Giddens\giddejr01,,Kansas,,63,50,26.7,4.0,9.1,.441,1.8,3.2,.567,2.2,5.9,.371,0.6,0.8,.673,0.5,3.2,3.7,1.1,0.8,0.7,1.3,2.0,10.7,,,6,196,97,Guard
967,Scott Williams\willisc01,1989-90,UNC,ACC,33,30,24.6,5.8,10.4,.554,5.7,10.2,.563,0.0,0.2,.143,2.9,4.7,.615,,,7.3,0.8,1.1,1.2,2.2,3.5,14.5,,10.96,4,208,104,Forward
968,Luke Kennard\kennalu01,2016-17,Duke,ACC,37,36,35.5,6.4,13.1,.489,4.0,7.7,.525,2.4,5.4,.438,4.3,5.1,.856,1.2,3.9,5.1,2.5,0.8,0.4,1.6,2.2,19.5,,10.91,2,196,81,Guard
969,Calvin Booth\boothca01,1998-99,Penn State,Big Ten,27,,34.9,5.8,11.3,.513,5.8,11.1,.523,0.0,0.2,.000,3.7,4.8,.775,,,8.7,0.9,0.6,3.5,2.3,2.2,15.3,,8.61,4,211,104,Center
970,Vernon Maxwell\maxweve01,1987-88,Florida,SEC,33,33,36.8,7.0,15.6,.447,5.2,11.2,.467,1.8,4.5,.395,4.5,6.3,.715,,,4.2,4.3,1.8,0.1,2.8,1.9,20.2,,9.28,4,193,81,Guard
971,Cody Zeller\zelleco01,2012-13,Indiana,Big Ten,36,36,29.5,5.5,9.8,.564,5.5,9.8,.567,0.0,0.1,.000,5.4,7.2,.757,2.8,5.2,8.0,1.3,1.0,1.3,2.3,2.2,16.5,,8.38,2,213,108,Forward
972,Chris Crawford\crawfch01,1996-97,Marquette,CUSA,31,,31.0,5.3,11.4,.469,4.3,8.6,.496,1.1,2.8,.384,3.2,4.2,.769,,,5.3,1.5,1.1,0.7,2.2,2.9,14.9,,3.18,4,206,106,Forward
973,Gary Harris\harriga01,2013-14,Michigan State,Big Ten,35,34,32.3,5.6,13.0,.429,3.3,6.4,.507,2.3,6.6,.352,3.3,4.1,.810,1.1,2.9,4.0,2.7,1.8,0.4,1.7,2.1,16.7,,9.38,2,193,95,Guard
974,Tyler Zeller\zellety01,2011-12,UNC,ACC,38,38,28.2,5.8,10.5,.553,5.8,10.5,.553,0.0,0.0,,4.8,5.9,.808,3.8,5.8,9.6,0.9,0.9,1.5,1.9,2.7,16.3,,7.07,4,213,113,Forward
975,Jonny Flynn\flynnjo01,2008-09,Syracuse,Big East,38,38,37.3,5.8,12.5,.460,4.6,8.8,.521,1.2,3.7,.317,4.7,6.0,.786,0.6,2.2,2.7,6.7,1.4,0.2,3.4,1.4,17.4,,9.48,2,183,83,Guard
976,Steven Smith\smithst03,2005-06,La Salle,A-10,28,27,36.0,7.4,15.3,.486,6.5,12.5,.519,0.9,2.8,.338,3.9,5.0,.773,2.1,5.8,7.9,2.5,1.1,0.8,3.6,2.6,19.7,,0.25,4,203,106,Forward
977,Orien Greene\greenor01,,Florida,,62,32,21.4,1.6,3.9,.402,1.0,2.0,.516,0.5,1.9,.280,0.6,0.8,.700,0.7,1.9,2.6,2.8,1.6,0.3,1.6,2.5,4.3,,,6,193,94,Guard
978,Billy Thomas\thomabi01,1997-98,Kansas,Big 12,36,34,26.7,5.0,10.8,.468,2.1,3.5,.608,2.9,7.3,.401,0.6,0.9,.688,,,3.0,2.8,1.7,0.1,1.3,1.1,13.6,,6.54,4,193,94,Guard
979,Reggie Miller*\millere01,1986-87,UCLA,Pac-10,32,32,36.4,7.7,14.2,.543,5.6,9.3,.597,2.2,4.9,.439,4.7,5.6,.832,,,5.4,2.2,2.0,0.2,1.9,2.0,22.3,,6.89,4,201,83,Guard
980,Sean Rooks\rooksse01,1991-92,Arizona,Pac-10,31,29,28.3,5.8,10.4,.560,5.7,10.3,.560,0.1,0.2,.600,4.5,6.9,.651,,,6.9,1.7,0.9,1.0,2.2,2.7,16.3,,8.18,4,208,113,Center
